X, Result
6.2, -11.993612461169512
6.3, 59.466192113711365
6.4, 8.521593262110692
6.5, 4.539734472881223
6.6, 3.050100895888771
6.7, 2.2585731197445695
6.8, 1.7595102183464537
6.9, 1.4102161544653486
7.0, 1.1475154224051423
7.1, 0.9390613712820954
7.2, 0.7665061699510941
7.3, 0.6185969708033444
7.4, 0.48797527208018937
7.5, 0.3695472563091364
7.6, 0.25958749454383023
7.7, 0.15521027369610393
7.8, 0.05403412962804305
7.9, -0.04605087777685127
8.0, -0.1470650639493323
8.1, -0.25110497193842063
8.2, -0.3605228495829876
8.3, -0.47815374946348377
8.4, -0.607640203143003
8.5, -0.7539406624947153
8.6, -0.9241867230751485
8.7, -1.1292328687776927
8.8, -1.386680070133784
8.9, -1.7273436785834073
9.0, -2.2108454109982647
9.1, -2.9699983263904994
9.2, -4.37365515320967
9.3, -7.972599908402439
9.4, -40.350186676773696
9.5, 13.268892733283678
9.6, 5.648517392949287
9.7, 3.5412226286801665
9.8, 2.5388247183521724
9.9, 1.9434347440798867
10.0, 1.5423510453573237
